Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20189644,Electrical,Street Light Not Working,2021-11-24 12:29:00.000000000,Rajaji Nagar,Closed,attended,Suresh/AEE
20189643,Electrical,Street Light Not Working,2021-11-24 12:28:00.000000000,Hoysala Nagar,Closed,Attended,Durga Prasad/AEE
20189642,Road Maintenance(Engg),Debris Removal / Construction Material,2021-11-24 12:27:00.000000000,Hampi Nagar,Closed,Resolved,Rangaraju/AEE
20189641,Electrical,Street Light Not Working,2021-11-24 12:27:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20189640,Storm  Water Drain(SWD),Garbage thrown in storm water drain,2021-11-24 12:20:00.000000000,Okalipuram,Closed,Desilt work taken up,Manuja R/AEE
20189639,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 12:20:00.000000000,Shettyhalli,Closed,Cleared,Shwetha/AEE
20189638,Road Maintenance(Engg),Potholes,2021-11-24 12:17:00.000000000,Dodda Bidarkallu,Closed,Problem Resolved,Ramesh i/c/AEE
20189637,Solid Waste (Garbage) Related,Sweeping not done,2021-11-24 12:16:00.000000000,Horamavu,Closed,no,Harish Kumar K V /JHI
20189636,Road Maintenance(Engg),Debris Removal / Construction Material,2021-11-24 12:15:00.000000000,Okalipuram,Closed,closed,Revaana/AEE
20189635,Electrical,Street Light Not Working,2021-11-24 12:14:00.000000000,Ulsoor,Closed,Attended,Sandeep Singh/AEE
20189634,Road Maintenance(Engg),Potholes,2021-11-24 12:13:00.000000000,Doddabommasandra,Rejected,"Rejected , This is a road infrastructure Complaint , So Please give written Complaint to Nearby your BBMP Ward Office after That we will take action . Thank You",BBMP Whatsapp/Customer Support Representative
20189633,Electrical,Street Light Not Working,2021-11-24 12:12:00.000000000,Kumaraswamy Layout,Closed,Attended,Umesh/AEE
20189632,Forest,Removal of dead/fallen trees,2021-11-24 12:12:00.000000000,Ramamurthy Nagar,Closed,Cleared the debris only root left please take it out wen jcp arrivesvthe spot,Sudharshan/DYRFO
20189631,Electrical,Earthing Issue relate to Electric Poles/Panel Boards,2021-11-24 12:07:00.000000000,Kadugodi,Closed,Attended,Sharath Kumar/AEE
20189630,Others,Others,2021-11-24 12:07:00.000000000,Kuvempu Nagar,Rejected,"REJECTED, As per citizen conformation, this complaint has been REJECTED",BBMP Whatsapp/Customer Support Representative
20189629,Road Maintenance(Engg),footpath encroachment,2021-11-24 12:07:00.000000000,Vijay Nagar,Closed,Resolved,Fazana/AEE
20189628,Electrical,Street Light Not Working,2021-11-24 12:05:00.000000000,Hosakerehalli,Closed,Attended,Umesh/AEE
20189627,Electrical,Street Light Not Working,2021-11-24 12:05:00.000000000,Visvesvarapuram,Closed,Attended,Jnanesh/AEE
20189626,Electrical,Street Light Not Working,2021-11-24 12:04:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189625,Electrical,Street Light Not Working,2021-11-24 12:03:00.000000000,Kadugondanahalli,Closed,Attended,Durga Prasad/AEE
20189624,Electrical,Street Light Not Working,2021-11-24 12:03:00.000000000,Kodigehalli,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189623,Road Maintenance(Engg),Road cutting,2021-11-24 12:01:00.000000000,Vasanthapura,Closed,Closed,ROHIT T/AEE
20189622,veterinary,Stray dog related complaints,2021-11-24 12:00:00.000000000,Giri Nagar,Closed,.,M G Halli/ADAH
20189621,Road Maintenance(Engg),Debris Removal / Construction Material,2021-11-24 11:59:00.000000000,Koramangala,Closed,completed,Chandrashekar/AEE
20189620,Electrical,Street Light Not Working,2021-11-24 11:55:00.000000000,Bilekahalli,Closed,Attended,Sandeep/AEE
20189619,Electrical,Street Light Not Working,2021-11-24 11:53:00.000000000,J.P.Park,Closed,attetnded,Gavi Siddiah/AEE
20189618,Road Maintenance(Engg),footpath encroachment,2021-11-24 11:52:00.000000000,Byatarayanapura,Closed,Complaint resolved,Somshekhar/AEE
20189617,Electrical,Street Light Not Working,2021-11-24 11:52:00.000000000,HBR Layout,Closed,Attended,Durga Prasad/AEE
20189616,Electrical,Street Light Not Working,2021-11-24 11:46:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189615,Electrical,Street Light Not Working,2021-11-24 11:44:00.000000000,Deepanjali Nagar,Closed,Attended,Umesh/AEE
20189614,Solid Waste (Garbage) Related,Sweeping not done,2021-11-24 11:44:00.000000000,Byatarayanapura,Closed,Attended,Shivakumar/AEE
20189613,Electrical,Street Light Not Working,2021-11-24 11:43:00.000000000,Bagalagunte,Closed,Attended,Gurappa Y Doddamani/AEE
20189612,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 11:42:00.000000000,Nagavara,Closed,Attended,Mamatha M.S/AEE
20189611,Solid Waste (Garbage) Related,Sweeping not done,2021-11-24 11:40:00.000000000,Kodigehalli,Closed,Attended,Shivakumar/AEE
20189610,Electrical,Street Light Not Working,2021-11-24 11:38:00.000000000,Nagarabhavi,Closed,attended,Suresh/AEE
20189609,Road Infrastructure,Road Infrastructure,2021-11-24 11:37:00.000000000,Chikpete,Closed,Attended,Sri.Vasanthkumar M.R/AEE
20189608,Solid Waste (Garbage) Related,Sweeping not done,2021-11-24 11:35:00.000000000,Rajarajeshwari Nagar,Closed,c,Prakash /AEE
20189607,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 11:34:00.000000000,Vidyaranyapura,Closed,Attended,Shivakumar/AEE
20189606,Storm  Water Drain(SWD),Maintenance of SWD,2021-11-24 11:34:00.000000000,Byatarayanapura,Rejected,"Low laying areas, complainer can contact ward engineers",BBMP Whatsapp/Customer Support Representative
20189605,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 11:33:00.000000000,Ganeshmandira Ward,Closed,Cleared,Manjunatha T R/AEE
20189604,Health Dept,Air/Noise pollution,2021-11-24 11:31:00.000000000,Puttenahalli,Closed,resolved,Dr. Nagendra /MOH
20189603,Electrical,Street Light Not Working,2021-11-24 11:30:00.000000000,Kottigepalya,Closed,attetnded,Gavi Siddiah/AEE
20189602,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 11:29:00.000000000,Vidyaranyapura,Closed,Attended,Shivakumar/AEE
20189601,Electrical,Street Light Not Working,2021-11-24 11:29:00.000000000,Hebbal,Closed,Attended,Sandeep Singh/AEE
20189600,Electrical,Requirement For New Street Lights,2021-11-24 11:28:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20189599,Electrical,Street Light Not Working,2021-11-24 11:26:00.000000000,Sarvagna Nagar,Closed,Attended,Durga Prasad/AEE
20189598,Electrical,Street Light Not Working,2021-11-24 11:26:00.000000000,Horamavu,Closed,Attended,Sharath Kumar/AEE
20189597,Road Maintenance(Engg),footpath encroachment,2021-11-24 11:25:00.000000000,Newthippasandra,Closed,Solved,Narashimaiah/AE
20189596,Electrical,Street Light Not Working,2021-11-24 11:25:00.000000000,Ullalu,Closed,attetnded,Gavi Siddiah/AEE
20189595,Electrical,Street Light Not Working,2021-11-24 11:24:00.000000000,Koramangala,Closed,Attended,Jnanesh/AEE
20189594,Electrical,Street Light Not Working,2021-11-24 11:22:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
20189593,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 11:20:00.000000000,Katriguppe,Closed,It's arrived,Shashikala/AEE
20189592,Sanitation,Urination in Public/Open Defecation,2021-11-24 11:19:00.000000000,Doddabommasandra,Closed,Attended,Shivakumar/AEE
20189591,Electrical,Street Light Not Working,2021-11-24 11:18:00.000000000,Mallasandra,Closed,Attended,Gurappa Y Doddamani/AEE
20189590,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 11:15:00.000000000,Ramaswamy Palya,Closed,Closed,Abhilash/AEE
20189589,Forest,obstructions Branches / Trees.,2021-11-24 11:15:00.000000000,Newthippasandra,Closed,Upload photo must and should,Thimmappa/DYRFO
20189588,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 11:13:00.000000000,Doddabommasandra,Rejected,"This complaint is Debris, Please raise new complaint regarding debris Rejected.",BBMP Whatsapp/Customer Support Representative
20189587,Electrical,Street Light Not Working,2021-11-24 11:07:00.000000000,Rajaji Nagar,Closed,attended,Suresh/AEE
20189586,Electrical,Street Light Not Working,2021-11-24 11:06:00.000000000,J.P.Nagar,Closed,Attended,Umesh/AEE
20189585,Electrical,Street Light Not Working,2021-11-24 11:06:00.000000000,Mangammanapalya,Closed,Attended,Sandeep/AEE
20189584,Solid Waste (Garbage) Related,Sweeping not done,2021-11-24 11:06:00.000000000,Gottigere,Closed,Attend the complent,Santhosh Kumar H S/AEE
20189583,Electrical,Street Light Not Working,2021-11-24 11:05:00.000000000,Sudam Nagar,Closed,Attended,Jnanesh/AEE
20189582,Electrical,Street Light Not Working,2021-11-24 11:05:00.000000000,Shettyhalli,Closed,Attended,Gurappa Y Doddamani/AEE
20189581,Electrical,Street Lights Switched On During Day Time,2021-11-24 11:01:00.000000000,Hosahalli,Closed,Attended,Umesh/AEE
20189580,Road Maintenance(Engg),Potholes,2021-11-24 11:00:00.000000000,Begur,Closed,action initiated,Nilkanthaya/AEE
20189579,Road Maintenance(Engg),Road side drains,2021-11-24 10:58:00.000000000,Kacharakanahalli,Rejected,"Rejected,As per citizen conformation, If this is Vacant site issue please give written complaint to your nearest BBMP ward office . They will take action on property owner",BBMP Whatsapp/Customer Support Representative
20189578,Electrical,Street Light Not Working,2021-11-24 10:52:00.000000000,Horamavu,Closed,Attended,Sharath Kumar/AEE
20189577,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 10:47:00.000000000,Horamavu,Closed,no,Harish Kumar K V /JHI
20189576,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 10:42:00.000000000,Attiguppe,Closed,cleared,Shobha/AEE
20189575,Electrical,Street Light Not Working,2021-11-24 10:39:00.000000000,Vasanthapura,Closed,Attended,Sandeep/AEE
20189574,Electrical,Street Light Not Working,2021-11-24 10:35:00.000000000,Vasanthapura,Closed,Attended,Sandeep/AEE
20189573,Electrical,Street Light Not Working,2021-11-24 10:34:00.000000000,Newthippasandra,Closed,Attended,Durga Prasad/AEE
20189572,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 10:30:00.000000000,Kodigehalli,Closed,Attended,Shivakumar/AEE
20189571,Road Maintenance(Engg),Road side drains,2021-11-24 10:26:00.000000000,Vijanapura,Rejected,Rejected Rejected Please raise new complaint with proper ward name and address,BBMP Whatsapp/Customer Support Representative
20189570,Electrical,Street Light Not Working,2021-11-24 10:22:00.000000000,Vishwanathnagenahalli,Closed,Attended,Sandeep Singh/AEE
20189569,Forest,obstructions Branches / Trees.,2021-11-24 10:21:00.000000000,Vishwanathnagenahalli,Closed,Upload photo must and should,P Nagendra /DYRFO
20189568,Forest,obstructions Branches / Trees.,2021-11-24 10:20:00.000000000,Basaveshwara Nagar,Closed,Upload photo must and should,sudarshan/DYRFO
20189567,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 10:20:00.000000000,Pattabhiram Nagar,Closed,Clear,Shashikala T J/AEE
20189566,Electrical,Street Light Not Working,2021-11-24 10:19:00.000000000,Byatarayanapura,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189565,Electrical,Street Light Not Working,2021-11-24 10:19:00.000000000,Chikkalasandra,Closed,Attended,Umesh/AEE
20189564,Electrical,Street Light Not Working,2021-11-24 10:19:00.000000000,Bagalagunte,Closed,Attended,Gurappa Y Doddamani/AEE
20189563,Electrical,Street Light Not Working,2021-11-24 10:18:00.000000000,Rajarajeshwari Nagar,Rejected,"Rejected , This Light is installed from Private , BBMP is not maintained private or own Lights",BBMP Whatsapp/Customer Support Representative
20189562,Road Maintenance(Engg),Potholes,2021-11-24 10:16:00.000000000,Jayangar,Rejected,This complaint belongs to Major road Department This complaint will be rejected,BBMP Whatsapp/Customer Support Representative
20189561,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 10:16:00.000000000,Ganeshmandira Ward,Closed,Cleared,Manjunatha T R/AEE
20189560,Electrical,Street Light Not Working,2021-11-24 10:13:00.000000000,Someshwara,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189559,Electrical,Street Light Not Working,2021-11-24 10:10:00.000000000,Ullalu,Closed,attetnded,Gavi Siddiah/AEE
20189558,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 10:09:00.000000000,Hemmigepura,Closed,Attended,Smt Poornima J B/AEE
20189557,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 10:07:00.000000000,HSR Layout,Closed,Resolved,Netravathi/AEE
20189556,Electrical,Street Light Not Working,2021-11-24 10:07:00.000000000,HBR Layout,Closed,Attended,Durga Prasad/AEE
20189555,Electrical,Street Light Not Working,2021-11-24 10:05:00.000000000,Hoodi,Closed,Attended,Sharath Kumar/AEE
20189554,Electrical,Street Lights Switched On During Day Time,2021-11-24 10:03:00.000000000,Hemmigepura,Rejected,This Complainant Belongs BDA,BBMP Whatsapp/Customer Support Representative
20189553,Town Planning,Construction not done as per approved plan (Building Bye Law Violations),2021-11-24 10:02:00.000000000,Giri Nagar,Closed,Resolved,SUNDRAYYA/ADTP
20189552,Road Maintenance(Engg),footpath encroachment,2021-11-24 10:00:00.000000000,Giri Nagar,Closed,Notice issued,AEE W 162 t 164/AEE
20189551,Electrical,Street Light Not Working,2021-11-24 09:59:00.000000000,Hosahalli,Closed,Attended,Umesh/AEE
20189550,Electrical,Requirement For New Street Lights,2021-11-24 09:54:00.000000000,Hoodi,Closed,Attended,Sharath Kumar/AEE
20189549,Electrical,Street Light Not Working,2021-11-24 09:53:00.000000000,C.V.Raman Nagar,Rejected,"Rejected , This Complaint is comes under BESCOM so contact 1912",BBMP Whatsapp/Customer Support Representative
20189548,Electrical,Street Light Not Working,2021-11-24 09:52:00.000000000,Someshwara,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189547,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 09:51:00.000000000,Thanisandra,Closed,Attended,Shivakumar/AEE
20189546,Road Maintenance(Engg),Potholes,2021-11-24 09:48:00.000000000,Begur,Closed,file sent for approval of grant after approval of grant the road work will be taken,Nilkanthaya/AEE
20189545,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 09:45:00.000000000,Byatarayanapura,Closed,Attended,Shivakumar/AEE
20189544,Solid Waste (Garbage) Related,Sweeping not done,2021-11-24 09:43:00.000000000,Hemmigepura,Closed,Attended,Smt Poornima J B/AEE
20189543,veterinary,Animal birth control/neutering of stray dogs,2021-11-24 09:42:00.000000000,Bilekahalli,Closed,"We at BBMP are conducting ABC and ARV.
And releasing back in the same area where they are caught.Relocation of dogs is prohibited by Hon.supreme court",Shivakumar/ADAH
20189542,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 09:42:00.000000000,Hemmigepura,Closed,Attended,Smt Poornima J B/AEE
20189541,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 09:42:00.000000000,Laggere,Closed,c,Prakash /AEE
20189540,Road Maintenance(Engg),Potholes,2021-11-24 09:40:00.000000000,Horamavu,Closed,Attended,Vinay/AEE
20189539,Electrical,Street Light Not Working,2021-11-24 09:39:00.000000000,Jnanabharathi Ward,Closed,attetnded,Gavi Siddiah/AEE
20189538,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 09:39:00.000000000,Hemmigepura,Closed,Attended,Smt Poornima J B/AEE
20189537,Others,Others,2021-11-24 09:38:00.000000000,Hagadooru,Rejected,"REJECTED, As per citizen conformation, this complaint has been REJECTED",BBMP Whatsapp/Customer Support Representative
20189536,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 09:35:00.000000000,Malleshwaram,Closed,Resolved,Rekka/AEE
20189535,Electrical,Street Light Not Working,2021-11-24 09:33:00.000000000,Kengeri,Closed,attetnded,Gavi Siddiah/AEE
20189534,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 09:30:00.000000000,Hemmigepura,Closed,Attended,Smt Poornima J B/AEE
20189533,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 09:25:00.000000000,Bagalagunte,Closed,Cleared,Shwetha/AEE
20189532,Electrical,Street Light Not Working,2021-11-24 09:22:00.000000000,Chokkasandra,Closed,Attended,Gurappa Y Doddamani/AEE
20189531,Electrical,Street Light Not Working,2021-11-24 09:15:00.000000000,Ganeshmandira Ward,Closed,Attended,Umesh/AEE
20189530,Electrical,Street Light Not Working,2021-11-24 09:14:00.000000000,Gangenahalli,Closed,Attended,Sandeep Singh/AEE
20189529,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 09:14:00.000000000,Kadugodi,Closed,Clear,SWM AEE Mahadevapura sub division/AEE
20189528,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 09:12:00.000000000,Ganeshmandira Ward,Closed,Cleared,Manjunatha T R/AEE
20189527,Forest,Removal of dead/fallen trees,2021-11-24 09:11:00.000000000,Someshwara,Closed,The Complaint hasbeen resolved.,Mutturaju KP/DYRFO
20189526,Road Maintenance(Engg),Potholes,2021-11-24 09:11:00.000000000,Horamavu,Closed,Attended,Vinay/AEE
20189525,Health Dept,Unhygienic premises in Hotel etc,2021-11-24 09:11:00.000000000,Bellandur,Closed,RESOLVED,Dr. Rakesh Reddy/MOH
20189524,Parks and Play grounds,Issues Related to Parks/Medians/Circles/Island.,2021-11-24 09:08:00.000000000,Yelahanka old Satellite Town,Closed,Resolved,Yelahanka HS/HS
20189523,Electrical,Street Light Not Working,2021-11-24 09:07:00.000000000,Herohalli,Closed,attetnded,Gavi Siddiah/AEE
20189522,Electrical,Street Light Not Working,2021-11-24 09:06:00.000000000,Gali Anjaneya Swamy Temple Ward,Closed,Attended,Umesh/AEE
20189521,Road Maintenance(Engg),Road side drains,2021-11-24 09:02:00.000000000,Bilekahalli,Closed,Resolved,Ramesh Deva/AEE
20189520,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 08:58:00.000000000,Hoodi,Closed,Clear,SWM AEE Mahadevapura sub division/AEE
20189519,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 08:57:00.000000000,Arakere,Closed,Attend the complent,Santhosh Kumar H S/AEE
20189518,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 08:56:00.000000000,Kavalbyrasandra,Closed,Attended,Jyothi/AEE
20189517,Electrical,Street Light Not Working,2021-11-24 08:54:00.000000000,Hombegowda Nagar,Closed,Attended,Jnanesh/AEE
20189516,Electrical,Street Light Not Working,2021-11-24 08:51:00.000000000,Sarvagna Nagar,Closed,Attended,Durga Prasad/AEE
20189515,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 08:51:00.000000000,Vidyaranyapura,Closed,Attended,Shivakumar/AEE
20189514,Electrical,Street Light Not Working,2021-11-24 08:50:00.000000000,Benniganahalli,Closed,Attended,Durga Prasad/AEE
20189513,Road Infrastructure,Road Infrastructure,2021-11-24 08:47:00.000000000,Benniganahalli,Closed,Resolved,H Srinivas/AEE
20189512,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 08:46:00.000000000,Thanisandra,Closed,Attended,Shivakumar/AEE
20189511,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 08:38:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI
20189510,CORONA COVID19,Some other person affected from COVID,2021-11-24 08:35:00.000000000,Jakkur,Closed,Closed,Dr.Balchandar/CHO
20189509,Electrical,Street Light Not Working,2021-11-24 08:33:00.000000000,Padmanabha Nagar,Closed,Attended,Umesh/AEE
20189508,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2021-11-24 08:25:00.000000000,Doddabommasandra,Rejected,"Rejected , This is A Vacant Site Complaint so Please Give written complaint to nearby BBMP ward Office we will take action against of property owner",BBMP Whatsapp/Customer Support Representative
20189507,Solid Waste (Garbage) Related,Sweeping not done,2021-11-24 08:23:00.000000000,Someshwara,Closed,Attended,SWM AEE Ward 1 to 4/AEE
20189506,Electrical,Street Light Not Working,2021-11-24 08:22:00.000000000,Bellandur,Closed,Attended,Sharath Kumar/AEE
20189505,Storm  Water Drain(SWD),Sewerage water left in SWD,2021-11-24 08:21:00.000000000,Someshwara,Rejected,AS per citizen conformestion this complainant as been  rejected.,BBMP Whatsapp/Customer Support Representative
20189504,Electrical,Street Light Not Working,2021-11-24 08:18:00.000000000,Hemmigepura,Closed,attetnded,Gavi Siddiah/AEE
20189503,Electrical,Street Light Not Working,2021-11-24 08:18:00.000000000,Nagavara,Closed,Attended,Durga Prasad/AEE
20189502,Others,Others,2021-11-24 08:04:00.000000000,Marappana Palya,Rejected,"REJECTED, As per citizen conformation, this complaint will comes under BWSSB Department",BBMP Whatsapp/Customer Support Representative
20189501,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 08:03:00.000000000,Kavalbyrasandra,Closed,Attended,Jyothi/AEE
20189500,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 07:49:00.000000000,Yelachenahalli,Closed,Attend the complent,Santhosh Kumar H S/AEE
20189499,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 07:45:00.000000000,Varthur,Closed,Clear,SWM AEE Mahadevapura sub division/AEE
20189498,Electrical,Street Lights Switched On During Day Time,2021-11-24 07:43:00.000000000,Giri Nagar,Closed,Attended.,Jnanesh/AEE
20189497,Solid Waste (Garbage) Related,Garbage dump,2021-11-24 07:37:00.000000000,Dodda Bidarkallu,Closed,Attended,Smt Poornima J B/AEE
20189496,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2021-11-24 07:23:00.000000000,Doddanekkundi,Closed,Clear,SWM AEE Mahadevapura sub division/AEE
20189495,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-24 07:14:00.000000000,Rajarajeshwari Nagar,Closed,c,Prakash /AEE
20189494,Electrical,Street Light Not Working,2021-11-24 07:13:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20189493,Electrical,Street Light Not Working,2021-11-24 07:12:00.000000000,Vishwanathnagenahalli,Closed,Attended,Sandeep Singh/AEE
20189492,Solid Waste (Garbage) Related,Garbage nuisance while transporting,2021-11-24 07:10:00.000000000,Doddanekkundi,Closed,Clear,SWM AEE Mahadevapura sub division/AEE
20189491,Electrical,Street Light Not Working,2021-11-24 06:54:00.000000000,Shakthiganapathi Nagar,Closed,attended,Suresh/AEE
20189490,Electrical,Street Lights Switched On During Day Time,2021-11-24 06:23:00.000000000,Hoysala Nagar,Closed,Attended,Durga Prasad/AEE
20189489,Health Dept,Increase in mosquito density,2021-11-24 05:54:00.000000000,Bommanahalli,Closed,resolved,Dr. Nagendra /MOH
20189488,Electrical,Street Light Not Working,2021-11-24 04:51:00.000000000,Bellandur,Closed,Attended,Sharath Kumar/AEE
20189487,Electrical,Street Light Not Working,2021-11-24 04:11:00.000000000,Kavalbyrasandra,Closed,Attended,Sandeep Singh/AEE
20189486,Electrical,Street Light Not Working,2021-11-24 01:10:00.000000000,Hongasandra,Closed,Attended,Sandeep/AEE
20189485,Road Maintenance(Engg),Potholes,2021-11-24 12:24:00.000000000,Kadugodi,Rejected,This complaint belongs to BWSSB So please Inform to BWSSB,BBMP Whatsapp/Customer Support Representative
20189484,Electrical,Requirement For New Street Lights,2021-11-24 12:20:00.000000000,Kadugodi,Closed,Attended,Sharath Kumar/AEE
20189483,Road Maintenance(Engg),Potholes,2021-11-24 12:07:00.000000000,Bellandur,Closed,"Estimate of issue road is submitted for approval, after the tender process is completed. Work will be attended at the earliest.",Markandiaha/AEE
20189482,Electrical,Street Light Not Working,2021-11-23 11:44:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
20189481,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-23 11:30:00.000000000,Kavalbyrasandra,Closed,Attended,Jyothi/AEE
20189480,Electrical,Street Light Not Working,2021-11-23 11:28:00.000000000,Dodda Bidarkallu,Closed,attetnded,Gavi Siddiah/AEE
20189479,Storm  Water Drain(SWD),Sewerage water left in SWD,2021-11-23 11:09:00.000000000,Kodigehalli,Rejected,AS per citizen conformestion this complainant as been resoled so rejected.,BBMP Whatsapp/Customer Support Representative
20189478,Electrical,Street Light Not Working,2021-11-23 11:04:00.000000000,Shettyhalli,Closed,Attended,Gurappa Y Doddamani/AEE
20189477,Electrical,Street Light Not Working,2021-11-23 11:03:00.000000000,J.P.Park,Closed,attetnded,Gavi Siddiah/AEE
20189476,Road Maintenance(Engg),Potholes,2021-11-23 10:56:00.000000000,Okalipuram,Closed,closed,Revaana/AEE
20189475,Road Maintenance(Engg),Potholes,2021-11-23 10:54:00.000000000,Prakash Nagar,Closed,Cleared,Bala gangadhara/AEE
20189474,Electrical,Street Light Not Working,2021-11-23 10:53:00.000000000,Ramamurthy Nagar,Closed,Attended,Sharath Kumar/AEE
20189473,Road Maintenance(Engg),Potholes,2021-11-23 10:52:00.000000000,Okalipuram,Closed,closed,Revaana/AEE
20189472,Road Maintenance(Engg),Potholes,2021-11-23 10:50:00.000000000,Katriguppe,Rejected,"Rejected , This Is Road Infrastructure Complaint , So please give written Complaint to Nearby your BBMP ward Office",BBMP Whatsapp/Customer Support Representative
20189471,Road Maintenance(Engg),Potholes,2021-11-23 10:48:00.000000000,Katriguppe,Closed,resolved,AEE W 162 t 164/AEE
20189470,Electrical,Street Light Not Working,2021-11-23 10:45:00.000000000,Sri Nagar,Closed,Attended.,Jnanesh/AEE
20189469,Electrical,Street Light Not Working,2021-11-23 10:43:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189468,Optical Fiber Cables (OFC),Without permission digging of road,2021-11-23 10:43:00.000000000,Katriguppe,Closed,resolved,AEE W 162 t 164/AEE
20189467,Solid Waste (Garbage) Related,Garbage dump,2021-11-23 10:40:00.000000000,Vidyapeetha,Closed,It's cleared,Shashikala/AEE
20189466,Road Maintenance(Engg),Potholes,2021-11-23 10:39:00.000000000,Vidyapeetha,Rejected,"Rejected , This Is Major Road Complaint , So please give written Complaint to Nearby your BBMP ward Office",BBMP Whatsapp/Customer Support Representative
20189465,Electrical,Street Light Not Working,2021-11-23 10:38:00.000000000,Chikkalasandra,Closed,Attended,Umesh/AEE
20189464,Electrical,Street Light Not Working,2021-11-23 10:35:00.000000000,Pulikeshi Nagar,Closed,Attended,Sandeep Singh/AEE
20189463,Electrical,Street Light Not Working,2021-11-23 10:34:00.000000000,Chikkalasandra,Closed,Attended,Umesh/AEE
20189462,Road Maintenance(Engg),Road cutting,2021-11-23 10:33:00.000000000,Basavanagudi,Closed,Attended,AEE W 154 t 156/AEE
20189461,Road Maintenance(Engg),Potholes,2021-11-23 10:31:00.000000000,Chikkalasandra,Closed,Closed,Satish Kumar/AEE
20189460,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-11-23 10:30:00.000000000,Ullalu,Closed,Attended,Smt Poornima J B/AEE
20189459,Road Maintenance(Engg),Potholes,2021-11-23 10:29:00.000000000,Chikkalasandra,Closed,Closed,Satish Kumar/AEE
20189458,Electrical,Street Light Not Working,2021-11-23 10:22:00.000000000,Vidyaranyapura,Closed,Resolved,Yelahanka AEE Electrical/AEE
20189457,Forest,Removal of dead/fallen trees,2021-11-23 10:17:00.000000000,Yeshwanthpur,Closed,Clear,Jagadish V/DYRFO
20189456,Road Maintenance(Engg),Debris Removal / Construction Material,2021-11-23 10:11:00.000000000,Gali Anjaneya Swamy Temple Ward,Closed,Resolved,Rangaraju/AEE
20189455,Electrical,Street Light Not Working,2021-11-23 10:11:00.000000000,Hegganahalli,Closed,Attended,Gurappa Y Doddamani/AEE
